pmcid,journal,year,title,has_xml,fetch_ok
PMC7618103,Cell Reports,2023,Deep ancestry of Bornean hunter-gatherers supports long-term local ancestry dynamics.,True,True
PMC10955802,Cell Reports,2023,Integration of transcriptomes of senescent cell models with multi-tissue patient samples reveals reduced COL6A3 as an inducer of senescence.,True,True
PMC11649186,Cell Reports,2023,Cytotoxic CD4 development requires CD4 effectors to concurrently recognize local antigen and encounter type I IFN-induced IL-15.,False,False
PMC10872927,Cell Reports,2023,Pathway-specific alterations in striatal excitability and cholinergic modulation in a SAPAP3 mouse model of compulsive motor behavior.,False,False
PMC10769003,Cell Reports,2023,Layers of inhibitory networks shape receptive field properties of AII amacrine cells.,True,True
PMC10729602,Cell Reports,2023,LPGAT1 controls MEGDEL syndrome by coupling phosphatidylglycerol remodeling with mitochondrial transport.,False,False
PMC10872372,Cell Reports,2023,Hepatic palmitoyl-proteomes and acyl-protein thioesterase protein proximity networks link lipid modification and mitochondria.,True,True
PMC10843806,Cell Reports,2023,Integrative multi-omic profiling of adult mouse brain endothelial cells and potential implications in Alzheimer's disease.,False,False
PMC10841581,Cell Reports,2023,Functional screening of amplification outlier oncogenes in organoid models of early tumorigenesis.,True,True
PMC10725516,Cell Reports,2023,Targeting the non-coding genome and temozolomide signature enables CRISPR-mediated glioma oncolysis.,True,True
PMC10727489,Cell Reports,2023,Data-driven multiscale model of macaque auditory thalamocortical circuits reproduces in vivo dynamics.,False,False
PMC12270551,Cell Reports,2023,"Netrin-1 feedforward mechanism promotes pancreatic cancer liver metastasis via hepatic stellate cell activation, retinoid, and ELF3 signaling.",True,True
PMC10782565,Cell Reports,2023,Acute reorganization of postsynaptic GABA<sub>A</sub> receptors reveals the functional impact of molecular nanoarchitecture at inhibitory synapses.,True,True
PMC11552097,Cell Reports,2023,Minute-scale periodicity of neuronal firing in the human entorhinal cortex.,True,True
PMC10755677,Cell Reports,2023,The ubiquitin conjugase Rad6 mediates ribosome pausing during oxidative stress.,True,True
PMC10752865,Cell Reports,2023,Cell type specializations of the vocal-motor cortex in songbirds.,True,True
PMC10749715,Cell Reports,2023,Anti-inflammatory effects of hunger are transmitted to the periphery via projection-specific AgRP circuits.,False,False
PMC10726310,Cell Reports,2023,Tissue-specific and tissue-agnostic effects of genome sequence variation modulating blood pressure.,False,False
PMC10872975,Cell Reports,2023,Impaired gut microbiota-mediated short-chain fatty acid production precedes morbidity and mortality in people with HIV.,False,False
PMC10872598,Cell Reports,2023,The calcium channel TRPC6 promotes chemotherapy-induced persistence by regulating integrin α6 mRNA splicing.,False,False
PMC11869325,Cell Reports,2023,Blood flow patterns switch VEGFR2 activity through differential S-nitrosylation and S-oxidation.,True,True
PMC10841832,Cell Reports,2023,Identifying genetic determinants of Streptococcus pyogenes-host interactions in a murine intact skin infection model.,True,True
PMC12329751,Cell Reports,2023,A neural code for time and space in the human brain.,True,True
PMC10727454,Cell Reports,2023,CD115<sup>+</sup> monocytes protect microbially experienced mice against <i>E. coli</i>-induced sepsis.,False,False
PMC10756852,Cell Reports,2023,Topology recapitulates morphogenesis of neuronal dendrites.,True,True
PMC11289877,Cell Reports,2023,Beta-spike-containing boosters induce robust and functional antibody responses to SARS-CoV-2 in macaques primed with distinct vaccines.,True,True
PMC10729537,Cell Reports,2023,Pain and itch coding mechanisms of polymodal sensory neurons.,True,True
PMC10954246,Cell Reports,2023,Hadza <i>Prevotella</i> require diet-derived microbiota-accessible carbohydrates to persist in mice.,False,False
PMC10720262,Cell Reports,2023,Molecular determinants of cross-reactivity and potency by VH3-33 antibodies against the Plasmodium falciparum circumsporozoite protein.,True,True
PMC11034927,Cell Reports,2023,Mitf is a Schwann cell sensor of axonal integrity that drives nerve repair.,True,True
PMC10729740,Cell Reports,2023,T cell receptor sequences are the dominant factor contributing to the phenotype of CD8<sup>+</sup> T cells with specificities against immunogenic viral antigens.,False,False
PMC10842930,Cell Reports,2023,Single-cell long-read sequencing in human cerebral organoids uncovers cell-type-specific and autism-associated exons.,True,True
PMC10727913,Cell Reports,2023,PRMT5 mediates FoxO1 methylation and subcellular localization to regulate lipophagy in myogenic progenitors.,False,False
PMC10755970,Cell Reports,2023,KEAP1 mutation in lung adenocarcinoma promotes immune evasion and immunotherapy resistance.,True,True
PMC10720265,Cell Reports,2023,Dual agonistic and antagonistic roles of ZC3H18 provide for co-activation of distinct nuclear RNA decay pathways.,True,True
PMC10822050,Cell Reports,2023,Kruppel-like factor 2+ CD4 T cells avert microbiota-induced intestinal inflammation.,True,True
PMC10698299,Cell Reports,2023,GFRA2 Identifies Cardiac Progenitors and Mediates Cardiomyocyte Differentiation in a RET-Independent Signaling Pathway.,True,True
PMC11682855,Cell Reports,2023,Bordetella spp. block eosinophil recruitment to suppress the generation of early mucosal protection.,False,False
PMC10664750,Cell Reports,2023,An essential role for miR-15/16 in Treg suppression and restriction of proliferation.,False,False
PMC10679840,Cell Reports,2023,Active maintenance of CD8<sup>+</sup> T cell naivety through regulation of global genome architecture.,False,False
PMC10757862,Cell Reports,2023,Sequential activation of E2F via Rb degradation and c-Myc drives resistance to CDK4/6 inhibitors in breast cancer.,False,False
PMC10842144,Cell Reports,2023,Vaccine-mediated protection against Merbecovirus and Sarbecovirus challenge in mice.,True,True
PMC10753853,Cell Reports,2023,Toll-like receptor 4 and CD11b expressed on microglia coordinate eradication of Candida albicans cerebral mycosis.,True,True
PMC10680144,Cell Reports,2023,The intrinsically disordered region of eIF5B stimulates IRES usage and nucleates biological granule formation.,True,True
PMC10842364,Cell Reports,2023,Mitochondria-lysosome-related organelles mediate mitochondrial clearance during cellular dedifferentiation.,False,False
PMC10704487,Cell Reports,2023,Single-cell transcriptomics illuminates regulatory steps driving anterior-posterior patterning of Drosophila embryonic mesoderm.,True,True
PMC10742343,Cell Reports,2023,Fibroblast activation protein drives tumor metastasis via a protease-independent role in invadopodia stabilization.,False,False
PMC10783636,Cell Reports,2023,Chlorophyll biosynthesis under the control of arginine metabolism.,True,True
PMC10748741,Cell Reports,2023,Somatic structural variation signatures in pediatric brain tumors.,False,False
PMC10872950,Cell Reports,2023,Entorhinal cortical delta oscillations drive memory consolidation.,False,False
PMC10873044,Cell Reports,2023,Mouse models of human CNTNAP1-associated congenital hypomyelinating neuropathy and genetic restoration of murine neurological deficits.,True,True
PMC10873109,Cell Reports,2023,APOE4-promoted gliosis and degeneration in tauopathy are ameliorated by pharmacological inhibition of HMGB1 release.,True,True
PMC10680119,Cell Reports,2023,Variable staphyloxanthin production by Staphylococcus aureus drives strain-dependent effects on diabetic wound-healing outcomes.,True,True
PMC10715572,Cell Reports,2023,Primary cilia control oligodendrocyte precursor cell proliferation in white matter injury via Hedgehog-independent CREB signaling.,True,True
PMC10668033,Cell Reports,2023,A PINK1 input threshold arises from positive feedback in the PINK1/Parkin mitophagy decision circuit.,False,False
PMC10840493,Cell Reports,2023,Single-cell and spatial analyses reveal a tradeoff between murine mammary proliferation and lineage programs associated with endocrine cues.,True,True
PMC10710687,Cell Reports,2023,Probing cerebral malaria inflammation in 3D human brain microvessels.,True,True
PMC10842392,Cell Reports,2023,Mutational fitness landscape of human influenza H3N2 neuraminidase.,True,True
PMC10683835,Cell Reports,2023,Loss of succinyl-CoA synthetase in mouse forebrain results in hypersuccinylation with perturbed neuronal transcription and metabolism.,False,False
PMC10664807,Cell Reports,2023,Blocking of ebolavirus spread through intercellular connections by an MPER-specific antibody depends on BST2/tetherin.,True,True
PMC10842026,Cell Reports,2023,Essential role of Mg&lt;sup&gt;2+&lt;/sup&gt; in mouse preimplantation embryo development revealed by TRPM7 chanzyme-deficient gametes.,False,False
PMC10710265,Cell Reports,2023,ZNF692 organizes a hub specialized in 40S ribosomal subunit maturation enhancing translation in rapidly proliferating cells.,False,False
PMC11010634,Cell Reports,2023,α-Synuclein-dependent increases in PIP5K1γ drive inositol signaling to promote neurotoxicity.,True,True
PMC10679823,Cell Reports,2023,Enhanced behavioral performance through interareal gamma and beta synchronization.,True,True
PMC10873023,Cell Reports,2023,TERRA R-loops connect and protect sister telomeres in mitosis.,True,True
PMC10842316,Cell Reports,2023,Regulation of the dynamic RNA Pol II elongation rate in Drosophila embryos.,False,False
PMC10872463,Cell Reports,2023,The roles of the native cell differentiation program aberrantly recapitulated in Drosophila intestinal tumors.,True,True
PMC10697782,Cell Reports,2023,Upregulation of exosome secretion from tumor-associated macrophages plays a key role in the suppression of anti-tumor immunity.,True,True
PMC10763978,Cell Reports,2023,TET3 plays a critical role in white adipose development and diet-induced remodeling.,True,True
PMC10858392,Cell Reports,2023,Biochemical and biophysical characterization of natural polyreactivity in antibodies.,False,False
PMC10929622,Cell Reports,2023,A bacterial pathogen induces developmental slowing by high reactive oxygen species and mitochondrial dysfunction in Caenorhabditis elegans.,True,True
PMC10654673,Cell Reports,2023,Effector memory T cells induce innate inflammation by triggering DNA damage and a non-canonical STING pathway in dendritic cells.,True,True
PMC10728878,Cell Reports,2023,Melanocortin-3 receptor expression in AgRP neurons is required for normal activation of the neurons in response to energy deficiency.,False,False
PMC10636643,Cell Reports,2023,High-calorie diets uncouple hypothalamic oxytocin neurons from a gut-to-brain satiation pathway via κ-opioid signaling.,True,True
PMC10697176,Cell Reports,2023,Evolution of fatty acid taste in drosophilids.,True,True
PMC10842353,Cell Reports,2023,Spatially non-overlapping Ca<sup>2+</sup> signals drive distinct forms of neurotransmission.,False,False
PMC10676754,Cell Reports,2023,Lung cDC1 and cDC2 dendritic cells priming naive CD8<sup>+</sup> T cells in situ prior to migration to draining lymph nodes.,False,False
PMC10842118,Cell Reports,2023,Beyond pulsed inhibition: Alpha oscillations modulate attenuation and amplification of neural activity in the awake resting state.,False,False
PMC10872815,Cell Reports,2023,Continued evasion of neutralizing antibody response by Omicron XBB.1.16.,True,True
PMC10636607,Cell Reports,2023,Widespread impact of immunoglobulin V-gene allelic polymorphisms on antibody reactivity.,True,True
PMC10765424,Cell Reports,2023,Low dietary fiber intake impairs small intestinal Th17 and intraepithelial T cell development over generations.,True,True
PMC10753961,Cell Reports,2023,Early-life stress and ovarian hormones alter transcriptional regulation in the nucleus accumbens resulting in sex-specific responses to cocaine.,True,True
PMC10785776,Cell Reports,2023,Analysis of proteome-wide degradation dynamics in ALS SOD1 iPSC-derived patient neurons reveals disrupted VCP homeostasis.,True,True
PMC10842372,Cell Reports,2023,Microenvironmental stiffness induces metabolic reprogramming in glioblastoma.,True,True
PMC10787359,Cell Reports,2023,Targeting MCL-1 triggers DNA damage and an anti-proliferative response independent from apoptosis induction.,True,True
PMC10842557,Cell Reports,2023,Myeloid BAF60a deficiency alters metabolic homeostasis and exacerbates atherosclerosis.,True,True
PMC10697505,Cell Reports,2023,Commensal bacteria signal through TLR5 and AhR to improve barrier integrity and prevent allergic responses to food.,False,False
PMC10872930,Cell Reports,2023,Reciprocal transmission of activating and inhibitory signals and cell fate in regenerating T cells.,True,True
PMC10862386,Cell Reports,2023,Principles of assembly and regulation of condensates of Polycomb repressive complex 1 through phase separation.,True,True
PMC10636609,Cell Reports,2023,ALKBH5 modulates hematopoietic stem and progenitor cell energy metabolism through m<sup>6</sup>A modification-mediated RNA stability control.,True,True
PMC10947246,Cell Reports,2023,Diversity in homeostatic calcium set points predicts retinal ganglion cell survival following optic nerve injury in vivo.,False,False
PMC10842170,Cell Reports,2023,A manifold neural population code for space in hippocampal coactivity dynamics independent of place fields.,True,True
PMC10591828,Cell Reports,2023,Regulation of ERK2 activity by dynamic S-acylation.,True,True
PMC10634538,Cell Reports,2023,Mast cell deficiency improves cognition and enhances disease-associated microglia in 5XFAD mice.,True,True
PMC10873018,Cell Reports,2023,Post-synaptic GABA<sub>A</sub> receptors potentiate transmission by recruiting CaV2 channels to their inputs.,True,True
PMC10636608,Cell Reports,2023,Silc1 long noncoding RNA is an immediate-early gene promoting efficient memory formation.,True,True
PMC10842385,Cell Reports,2023,Rules and mechanisms governing G protein coupling selectivity of GPCRs.,True,True
PMC10873113,Cell Reports,2023,Variation in the CENP-A sequence association landscape across diverse inbred mouse strains.,True,True
PMC10591831,Cell Reports,2023,Stochastic RNA editing of the Complexin C-terminus within single neurons regulates neurotransmitter release.,False,False
PMC10636611,Cell Reports,2023,An amygdala-to-cingulate cortex circuit for conflicting choices in chronic pain.,True,True
PMC10872831,Cell Reports,2023,"ActuAtor, a Listeria-inspired molecular tool for physical manipulation of intracellular organizations through de novo actin polymerization.",True,True
PMC10873026,Cell Reports,2023,Hyperpolarization-activated cyclic nucleotide-gated cation channel 3 promotes HCC development in a female-biased manner.,True,True
PMC12447786,Cell Reports,2023,Structural basis for translation inhibition by MERS-CoV Nsp1 reveals a conserved mechanism for betacoronaviruses.,True,True
PMC10762650,Cell Reports,2023,Replication stress and defective checkpoints make fallopian tube epithelial cells putative drivers of high-grade serous ovarian cancer.,False,False
PMC10591672,Cell Reports,2023,Distinct mechanisms for sebaceous gland self-renewal and regeneration provide durability in response to injury.,True,True
PMC10629662,Cell Reports,2023,Unannotated microprotein EMBOW regulates the interactome and chromatin and mitotic functions of WDR5.,True,True
PMC10591882,Cell Reports,2023,A combination of two resistance mechanisms is critical for tick-borne encephalitis virus escape from a broadly neutralizing human antibody.,False,False
PMC10627507,Cell Reports,2023,Neuronal activation of G&lt;sub&gt;αq&lt;/sub&gt; EGL-30/GNAQ late in life rejuvenates cognition across species.,False,False
PMC12823551,Cell Reports,2023,RBL2-E2F-GCN5 guide cell fate decisions during tissue specification by regulating cell-cycle-dependent fluctuations of non-cell-autonomous signaling.,True,True
PMC10591868,Cell Reports,2023,Top-down input modulates visual context processing through an interneuron-specific circuit.,False,False
PMC10598242,Cell Reports,2023,Multi-omics comparison of malignant and normal uveal melanocytes reveals molecular features of uveal melanoma.,False,False
PMC10591879,Cell Reports,2023,CD44 correlates with longevity and enhances basal ATF6 activity and ER stress resistance.,True,True
PMC10846613,Cell Reports,2023,Endocannabinoid release at ventral hippocampal-amygdala synapses regulates stress-induced behavioral adaptation.,True,True
PMC10862350,Cell Reports,2023,Light chain of a public SARS-CoV-2 class-3 antibody modulates neutralization against Omicron.,True,True
PMC10591714,Cell Reports,2023,Blue light receptor CRY1 regulates HSFA1d nuclear localization to promote plant thermotolerance.,True,True
PMC10591880,Cell Reports,2023,MATR3 is an endogenous inhibitor of DUX4 in FSHD muscular dystrophy.,True,True
PMC10548089,Cell Reports,2023,An ancient pan-cnidarian microRNA regulates stinging capsule biogenesis in Nematostella vectensis.,True,True
PMC10591912,Cell Reports,2023,"Comprehensive synergy mapping links a BAF- and NSL-containing ""supercomplex"" to the transcriptional silencing of HIV-1.",False,False
PMC13034450,Cell Reports,2023,PUF60 promotes cell cycle and lung cancer progression by regulating alternative splicing of CDC25C.,True,True
PMC10591925,Cell Reports,2023,Neural decoding reveals specialized kinematic tuning after an abrupt cortical transition.,False,False
PMC10578318,Cell Reports,2023,DUX4 expression in cancer induces a metastable early embryonic totipotent program.,True,True
PMC10591768,Cell Reports,2023,The heat shock protein Hsp27 controls mitochondrial function by modulating ceramide generation.,True,True
PMC10591836,Cell Reports,2023,"ATAC and SAGA co-activator complexes utilize co-translational assembly, but their cellular localization properties and functions are distinct.",True,True
PMC10548091,Cell Reports,2023,Fiber deprivation and microbiome-borne curli shift gut bacterial populations and accelerate disease in a mouse model of Parkinson's disease.,True,True
PMC10618959,Cell Reports,2023,VIP interneurons regulate cortical size tuning and visual perception.,True,True
PMC10591816,Cell Reports,2023,Autophagy-mediated surveillance of Rim4-mRNA interaction safeguards programmed meiotic translation.,True,True
PMC10933786,Cell Reports,2023,The interplay of TARG1 and PARG protects against genomic instability.,True,True
PMC10600875,Cell Reports,2023,Determinants of motor neuron functional subtypes important for locomotor speed.,True,True
PMC10591846,Cell Reports,2023,Mechanism and evolutionary origins of alanine-tail C-degron recognition by E3 ligases Pirh2 and CRL2-KLHDC10.,False,False
PMC10548092,Cell Reports,2023,Intra- and interchromosomal contact mapping reveals the Igh locus has extensive conformational heterogeneity and interacts with B-lineage genes.,True,True
PMC10578141,Cell Reports,2023,"Molecular, metabolic, and functional CD4 T cell paralysis in the lymph node impedes tumor control.",False,False
PMC10548094,Cell Reports,2023,Anillin forms linear structures and facilitates furrow ingression after septin and formin depletion.,True,True
PMC7615250,Cell Reports,2023,System-wide mapping of peptide-GPCR interactions in C. elegans.,True,True
PMC10591869,Cell Reports,2023,Metabolic transcriptomics dictate responses of cone photoreceptors to retinitis pigmentosa.,False,False
PMC10591911,Cell Reports,2023,"Regulation of Rim4 distribution, function, and stability during meiosis by PKA, Cdc14, and 14-3-3 proteins.",False,False
PMC10637630,Cell Reports,2023,"TMEM127 suppresses tumor development by promoting RET ubiquitination, positioning, and degradation.",True,True
PMC10695633,Cell Reports,2023,"Lon degrades stable substrates slowly but with enhanced processivity, redefining the attributes of a successful AAA+ protease.",True,True
PMC10577802,Cell Reports,2023,AXL-initiated paracrine activation of pSTAT3 enhances mesenchymal and vasculogenic supportive features of tumor-associated macrophages.,False,False
PMC10591875,Cell Reports,2023,Hierarchical action encoding in prefrontal cortex of freely moving macaques.,False,False
PMC10591853,Cell Reports,2023,Irreversible cell cycle exit associated with senescence is mediated by constitutive MYC degradation.,False,False
PMC10616818,Cell Reports,2023,Cerebellar interneurons control fear memory consolidation via learning-induced HCN plasticity.,False,False
PMC10591794,Cell Reports,2023,Ectopic expression of DOCK8 regulates lysosome-mediated pancreatic tumor cell invasion.,True,True
PMC10622181,Cell Reports,2023,"iPSC motor neurons, but not other derived cell types, capture gene expression changes in postmortem sporadic ALS motor neurons.",False,False
PMC7618115,Cell Reports,2023,The two enantiomers of 2-hydroxyglutarate differentially regulate cytotoxic T cell function.,True,True
PMC10591718,Cell Reports,2023,A comparative analysis of microglial inducible Cre lines.,False,False
PMC10591829,Cell Reports,2023,"Development of nanoRibo-seq enables study of regulated translation by cortical neuron subtypes, showing uORF translation in synaptic-axonal genes.",True,True
PMC10675840,Cell Reports,2023,Structure-function analysis of ceTIR-1/hSARM1 explains the lack of Wallerian axonal degeneration in C. elegans.,True,True
PMC10584074,Cell Reports,2023,Lateral preoptic area glutamate neurons relay nociceptive information to the ventral tegmental area.,False,False
PMC10592058,Cell Reports,2023,Single-nucleus RNA sequencing of developing superior colliculus identifies neuronal diversity and candidate mediators of circuit assembly.,True,True
PMC10528517,Cell Reports,2023,Dynamic genetic adaptation of Bacteroides thetaiotaomicron during murine gut colonization.,True,True
PMC10521935,Cell Reports,2023,TRIM9-Mediated Resolution of Neuroinflammation Confers Neuroprotection upon Ischemic Stroke in Mice.,False,False
PMC10591811,Cell Reports,2023,Osteopontin drives retinal ganglion cell resiliency in glaucomatous optic neuropathy.,True,True
PMC7614980,Cell Reports,2023,The Achromobacter type 3 secretion system drives pyroptosis and immunopathology via independent activation of NLRC4 and NLRP3 inflammasomes.,True,True
PMC10903535,Cell Reports,2023,Paired microbiome and metabolome analyses associate bile acid changes with colorectal cancer progression.,True,True
PMC10568487,Cell Reports,2023,Cell-type-specific regulation of APOE and CLU levels in human neurons by the Alzheimer's disease risk gene SORL1.,True,True
PMC10586132,Cell Reports,2023,Staphylococcus epidermidis activates keratinocyte cytokine expression and promotes skin inflammation through the production of phenol-soluble modulins.,False,False
PMC10658881,Cell Reports,2023,Interactive cognitive maps support flexible behavior under threat.,True,True
PMC7619014,Cell Reports,2023,Atypical B cells and impaired SARS-CoV-2 neutralization following heterologous vaccination in the elderly.,True,True
PMC10542913,Cell Reports,2023,Somatostatin peptide signaling dampens cortical circuits and promotes exploratory behavior.,False,False
PMC10565790,Cell Reports,2023,Mutations from patients with IPEX ported to mice reveal different patterns of FoxP3 and Treg dysfunction.,False,False
PMC10564087,Cell Reports,2023,IL-2 can signal via chemokine receptors to promote regulatory T cells' suppressive function.,True,True
PMC10514716,Cell Reports,2023,Synaptic zinc potentiates AMPA receptor function in mouse auditory cortex.,False,False
PMC10727118,Cell Reports,2023,Transplantation elicits a clonally diverse CD8<sup>+</sup> T cell response that is comprised of potent CD43<sup>+</sup> effectors.,True,True
PMC10528072,Cell Reports,2023,Neuroendocrine lineage commitment of small cell lung cancers can be leveraged into p53-independent non-cytotoxic therapy.,True,True
PMC10529244,Cell Reports,2023,An evolutionarily nascent architecture underlying the formation and emergence of biomolecular condensates.,True,True
PMC10530494,Cell Reports,2023,Rapid RGR-dependent visual pigment recycling is mediated by the RPE and specialized Müller glia.,True,True
PMC10510741,Cell Reports,2023,Enhancing autophagy in CD11c<sup>+</sup> antigen-presenting cells as a therapeutic strategy for acute respiratory distress syndrome.,False,False
PMC10512657,Cell Reports,2023,Peptidergic and functional delineation of the Edinger-Westphal nucleus.,True,True
PMC10757587,Cell Reports,2023,The C9ORF72 repeat expansion alters neurodevelopment.,False,False
PMC10528383,Cell Reports,2023,Lower female survival from an opportunistic infection reveals progesterone-driven sex bias in trained immunity.,False,False
PMC10530600,Cell Reports,2023,A planar polarized MYO6-DOCK7-RAC1 axis promotes tissue fluidification in mammary epithelia.,False,False
PMC10528911,Cell Reports,2023,Role of Na&lt;sub&gt;V&lt;/sub&gt;1.6-mediated persistent sodium current and bursting-pacemaker properties in breathing rhythm generation.,True,True
PMC10508174,Cell Reports,2023,Structural basis for high-order complex of SARNP and DDX39B to facilitate mRNP assembly.,True,True
PMC10528718,Cell Reports,2023,FASN deficiency induces a cytosol-to-mitochondria citrate flux to mitigate detachment-induced oxidative stress.,True,True
PMC10617121,Cell Reports,2023,Rescue of Alzheimer's disease phenotype in a mouse model by transplantation of wild-type hematopoietic stem and progenitor cells.,True,True
PMC10528174,Cell Reports,2023,TIGER: Single-step in vivo genome editing in a non-traditional rodent.,True,True
PMC10542749,Cell Reports,2023,Tle4 controls both developmental acquisition and early post-natal maturation of corticothalamic projection neuron identity.,True,True
PMC10529316,Cell Reports,2023,Entry receptor LDLRAD3 is required for Venezuelan equine encephalitis virus peripheral infection and neurotropism leading to pathogenesis in mice.,True,True
PMC10566300,Cell Reports,2023,Decoding the molecular crosstalk between grafted stem cells and the stroke-injured brain.,False,False
PMC11160967,Cell Reports,2023,Evolution of two distinct variable lymphocyte receptors in lampreys: VLRD and VLRE.,True,True
PMC10588736,Cell Reports,2023,"A binary module for microbiota-mediated regulation of γδ17 cells, hallmarked by microbiota-driven expression of programmed cell death protein 1.",True,True
PMC10775418,Cell Reports,2023,Zika-specific neutralizing antibodies targeting inter-dimer envelope epitopes.,True,True
PMC10559315,Cell Reports,2023,Epstein-Barr virus evades restrictive host chromatin closure by subverting B cell activation and germinal center regulatory loci.,True,True
PMC10529879,Cell Reports,2023,Autophagy collaborates with apoptosis pathways to control oligodendrocyte number.,False,False
PMC10530698,Cell Reports,2023,Theta and gamma rhythmic coding through two spike output modes in the hippocampus during spatial navigation.,False,False
PMC10618917,Cell Reports,2023,Mapping the evolution of T cell states during response and resistance to adoptive cellular therapy.,False,False
PMC10480491,Cell Reports,2023,Structural insights into anion selectivity and activation mechanism of LRRC8 volume-regulated anion channels.,True,True
PMC10504686,Cell Reports,2023,"Transcription factor TCF-1 regulates the functions, but not the development, of lymphoid tissue inducer subsets in different tissues.",True,True
PMC10546330,Cell Reports,2023,"Genome-wide association studies of human and rat BMI converge on synapse, epigenome, and hormone signaling networks.",True,True
PMC10540077,Cell Reports,2023,"The pseudokinase Trib1 regulates the transition of exhausted T cells to a KLR<sup>+</sup> CD8<sup>+</sup> effector state, and its deletion improves checkpoint blockade.",False,False
PMC10528296,Cell Reports,2023,Dopamine release at the time of a predicted aversive outcome causally controls the trajectory and expression of conditioned behavior.,False,False
PMC10551040,Cell Reports,2023,Polyclonal lymphoid expansion drives paraneoplastic autoimmunity in neuroblastoma.,True,True
PMC10755854,Cell Reports,2023,All-optical recreation of naturalistic neural activity with a multifunctional transgenic reporter mouse.,False,False
PMC10480492,Cell Reports,2023,MtrA modulates Mycobacterium tuberculosis cell division in host microenvironments to mediate intrinsic resistance and drug tolerance.,True,True
PMC10712211,Cell Reports,2023,The miR-23-27-24 clusters drive lipid-associated macrophage proliferation in obese adipose tissue.,True,True
PMC10507738,Cell Reports,2023,Topography of mutational signatures in human cancer.,True,True
PMC10530659,Cell Reports,2023,An oncogenic isoform of septin 9 promotes the formation of juxtanuclear invadopodia by reducing nuclear deformability.,True,True
PMC10480490,Cell Reports,2023,KCC2 reverse mode helps to clear postsynaptically released potassium at glutamatergic synapses.,True,True
PMC10540565,Cell Reports,2023,Multi-level functional genomics reveals molecular and cellular oncogenicity of patient-based 3' untranslated region mutations.,True,True
PMC10528709,Cell Reports,2023,IGFBPL1 is a master driver of microglia homeostasis and resolution of neuroinflammation in glaucoma and brain tauopathy.,True,True
PMC10529889,Cell Reports,2023,Pericyte dysfunction and impaired vasomotion are hallmarks of islets during the pathogenesis of type 1 diabetes.,True,True
PMC10530419,Cell Reports,2023,Angiotensin AT<sub>1A</sub> receptor signal switching in Agouti-related peptide neurons mediates metabolic rate adaptation during obesity.,False,False
PMC7617767,Cell Reports,2023,FOXC2 promotes vasculogenic mimicry and resistance to anti-angiogenic therapy.,True,True
PMC10718285,Cell Reports,2023,Phospholipids can regulate complex I assembly independent of their role in maintaining mitochondrial membrane integrity.,True,True
PMC10577800,Cell Reports,2023,Vaccine adjuvant-elicited CD8&lt;sup&gt;+&lt;/sup&gt; T cell immunity is co-dependent on T-bet and FOXO1.,True,True
PMC10627504,Cell Reports,2023,Virulence and genomic diversity among clinical isolates of ST1 (BI/NAP1/027) Clostridioides difficile.,True,True
PMC12199477,Cell Reports,2023,Electrophysiological signatures of inequity-dependent reward encoding in the human OFC.,True,True
PMC10528062,Cell Reports,2023,Dendritic distribution of autophagosomes underlies pathway-selective induction of LTD.,False,False
PMC10600948,Cell Reports,2023,The stability of the myelinating oligodendrocyte transcriptome is regulated by the nuclear lamina.,False,False
PMC10510531,Cell Reports,2023,Astrocytic response mediated by the CLU risk allele inhibits OPC proliferation and myelination in a human iPSC model.,True,True
PMC10540246,Cell Reports,2023,Condensate cooperativity underlies transgenerational gene silencing.,True,True
PMC10508191,Cell Reports,2023,Chromosomal inversion polymorphisms shape human brain morphology.,True,True
PMC10552611,Cell Reports,2023,Cell-type-specific disruption of cortico-striatal circuitry drives repetitive patterns of behavior in fragile X syndrome model mice.,True,True
PMC10521973,Cell Reports,2023,PCDH12 loss results in premature neuronal differentiation and impeded migration in a cortical organoid model.,True,True
PMC10529098,Cell Reports,2023,Increased degradation of FMRP contributes to neuronal hyperexcitability in tuberous sclerosis complex.,True,True
PMC10840514,Cell Reports,2023,COPI-regulated mitochondria-ER contact site formation maintains axonal integrity.,True,True
PMC10528759,Cell Reports,2023,mTOR inhibition reprograms cellular proteostasis by regulating eIF3D-mediated selective mRNA translation and promotes cell phenotype switching.,True,True
PMC10715236,Cell Reports,2023,Structural homology screens reveal host-derived poxvirus protein families impacting inflammasome activity.,True,True
PMC10530068,Cell Reports,2023,Genetic pathways regulating the longitudinal acquisition of cocaine self-administration in a panel of inbred and recombinant inbred mice.,False,False
PMC12153691,Cell Reports,2023,CD4+ T cells regulate sickness-induced anorexia and fat wasting during a chronic parasitic infection.,True,True
PMC10591215,Cell Reports,2023,Premature aging and reduced cancer incidence associated with near-complete body-wide Myc inactivation.,True,True
PMC10503778,Cell Reports,2023,VEGFR3 is required for button junction formation in lymphatic vessels.,True,True
PMC10840515,Cell Reports,2023,Structural definition of HLA class II-presented SARS-CoV-2 epitopes reveals a mechanism to escape pre-existing CD4&lt;sup&gt;+&lt;/sup&gt; T cell immunity.,True,True
PMC10528344,Cell Reports,2023,Chemogenetic regulation of the TARP-lipid interaction mimics LTP and reversibly modifies behavior.,False,False
